payer,toc,outcome,spec,sample,overall_att,overall_se,n_na_cells,pretrend_p
oop,NF,vol_per_capita_mean,main,c2014,9.09618280881864,7.96332931926335,0,0.23266
oop,NF,vol_per_capita_mean,sens,all_cohorts,30.0792254230946,7.99910887773166,0,0
oop,NF,vol_per_capita_mean,sens,c2014,29.1922992448368,8.64795614293507,0,0.10406
oop,RX,spend_per_capita_mean,main,all_cohorts,-14.5924974793731,19.9676943756131,0,0
oop,RX,spend_per_capita_mean,main,c2014,-15.5903709846544,24.1082472049391,0,0.0491
oop,RX,spend_per_capita_mean,sens,all_cohorts,-3.52329944577252,9.28883810780643,0,0
oop,RX,spend_per_capita_mean,sens,c2014,-1.61960945522177,9.64964496977051,0,0.00819
oop,RX,spend_per_vol_mean,main,all_cohorts,-0.315860079457266,0.205982368054308,0,0
oop,RX,spend_per_vol_mean,main,c2014,-0.208992175577011,0.246107852710718,0,0.0159
oop,RX,spend_per_vol_mean,sens,all_cohorts,-0.493607872942561,0.115936535477066,0,0
oop,RX,spend_per_vol_mean,sens,c2014,-0.449613343467138,0.13560312221896,0,0.00106
oop,RX,vol_per_capita_mean,main,all_cohorts,-745.394189965182,1561.48290245348,0,0
oop,RX,vol_per_capita_mean,main,c2014,-835.938671392679,1573.88302665263,0,0.10292
oop,RX,vol_per_capita_mean,sens,all_cohorts,311.793114060541,733.355305400223,0,0
oop,RX,vol_per_capita_mean,sens,c2014,498.558638311407,821.311429063933,0,0.02043
oop,Total,spend_per_capita_mean,main,all_cohorts,-31.7402875602082,48.2869963965935,0,0
oop,Total,spend_per_capita_mean,main,c2014,-35.3304321840035,56.690557291669,0,8e-05
oop,Total,spend_per_capita_mean,sens,all_cohorts,-20.550940036412,22.4069077044464,0,0
oop,Total,spend_per_capita_mean,sens,c2014,-22.5550077559297,25.3312308502967,0,2e-05
oop,Total,spend_per_vol_mean,main,all_cohorts,0.00107756783737982,0.00244262267320805,0,0
oop,Total,spend_per_vol_mean,main,c2014,0.00143453193288529,0.00265496333794894,0,0.31712
oop,Total,spend_per_vol_mean,sens,all_cohorts,-0.000597277008899202,0.00121383236543901,0,0
oop,Total,spend_per_vol_mean,sens,c2014,-0.000699529930500878,0.00146088863493055,0,0.65971
oop,Total,vol_per_capita_mean,main,all_cohorts,-1004.34817904638,1698.74691349641,0,0
oop,Total,vol_per_capita_mean,main,c2014,-1172.63300681385,2036.77984542161,0,0.00726
oop,Total,vol_per_capita_mean,sens,all_cohorts,163.793730207681,821.476087462099,0,0
oop,Total,vol_per_capita_mean,sens,c2014,311.308749788371,871.630385078119,0,0.00304
priv,AM,spend_per_bene_mean,main,all_cohorts,108.484755937364,53.2098403870922,0,0
priv,AM,spend_per_bene_mean,main,c2014,121.924561280294,63.691277241201,0,0.14379
priv,AM,spend_per_bene_mean,sens,all_cohorts,39.9790829167505,29.3265637528485,0,0
priv,AM,spend_per_bene_mean,sens,c2014,37.4940907030324,31.7110496826094,0,0.02564
priv,AM,spend_per_capita_mean,main,all_cohorts,25.2876513228029,29.9112094684936,0,0
priv,AM,spend_per_capita_mean,main,c2014,33.871282711648,37.832082101034,0,0.09249
priv,AM,spend_per_capita_mean,sens,all_cohorts,-16.0819594950947,21.0167592845596,0,0
priv,AM,spend_per_capita_mean,sens,c2014,-15.0075601192316,25.0225945583625,0,0.01033
priv,AM,spend_per_vol_mean,main,all_cohorts,0.504286535309851,2.90745098821032,0,0
priv,AM,spend_per_vol_mean,main,c2014,1.84850615316874,3.34785448321118,0,0.11148
priv,AM,spend_per_vol_mean,sens,all_cohorts,3.50821432386386,2.32016320613718,0,0
priv,AM,spend_per_vol_mean,sens,c2014,4.32912594375528,2.39693756773899,0,0.15091
priv,AM,vol_per_bene_mean,main,all_cohorts,305.013517729901,201.099188421314,0,0
priv,AM,vol_per_bene_mean,main,c2014,304.290671122724,224.690361772103,0,0.00643
priv,AM,vol_per_bene_mean,sens,all_cohorts,57.5675674062088,87.687891111735,0,0
priv,AM,vol_per_bene_mean,sens,c2014,20.0906218403816,100.085072920164,0,0.00176
priv,AM,vol_per_capita_mean,main,all_cohorts,62.5876884462017,133.1871162511,0,0
priv,AM,vol_per_capita_mean,main,c2014,61.4136909976646,134.14404609753,0,0.00649
priv,AM,vol_per_capita_mean,sens,all_cohorts,-71.1834404579532,64.0259302861549,0,0
priv,AM,vol_per_capita_mean,sens,c2014,-91.3077580815308,70.8783120196936,0,0.00137
priv,ED,spend_per_bene_mean,main,all_cohorts,3.46063657167521,2.09586050349808,0,0
priv,ED,spend_per_bene_mean,main,c2014,4.21941047860885,2.59755069665573,0,0.1296
priv,ED,spend_per_bene_mean,sens,all_cohorts,0.169211649425639,1.50311918414328,0,0
priv,ED,spend_per_bene_mean,sens,c2014,0.0522218944459328,1.65118471643879,0,0.19692
priv,ED,spend_per_capita_mean,main,all_cohorts,-0.494650047321527,1.28615969500905,0,0
priv,ED,spend_per_capita_mean,main,c2014,-0.100234273892496,1.34097953537402,0,0.15309
priv,ED,spend_per_capita_mean,sens,all_cohorts,-1.85569135897551,1.01028023754919,0,0
priv,ED,spend_per_capita_mean,sens,c2014,-1.75081071446484,1.20686023253283,0,0.07778
priv,ED,spend_per_vol_mean,main,all_cohorts,-4.81061656394605,23.4350705335397,0,0
priv,ED,spend_per_vol_mean,main,c2014,-5.89483096015051,25.3015176067349,0,0.11908
priv,ED,spend_per_vol_mean,sens,all_cohorts,-14.2892686018121,16.0779478651849,0,0
priv,ED,spend_per_vol_mean,sens,c2014,-17.75416363055,18.2485306923919,0,0.71562
priv,ED,vol_per_bene_mean,main,all_cohorts,3.63204523724286,2.73313844511855,0,0
priv,ED,vol_per_bene_mean,main,c2014,3.6744877819884,2.97953163139304,0,0.10676
priv,ED,vol_per_bene_mean,sens,all_cohorts,0.8867697821746,2.00669400772834,0,0
priv,ED,vol_per_bene_mean,sens,c2014,0.465493535656382,2.33010247190179,0,0.63611
priv,ED,vol_per_capita_mean,main,all_cohorts,0.14184080361055,1.92116106316386,0,0
priv,ED,vol_per_capita_mean,main,c2014,0.232365914506501,2.21147136379658,0,0.0851
priv,ED,vol_per_capita_mean,sens,all_cohorts,-1.03652749156211,1.2599667576736,0,0
priv,ED,vol_per_capita_mean,sens,c2014,-1.16676122618377,1.35026185427089,0,0.32841
priv,IP,spend_per_bene_mean,main,all_cohorts,33.5447660131135,28.8969521259623,0,0
priv,IP,spend_per_bene_mean,main,c2014,38.7538062210298,36.0347168691305,0,0.24514
priv,IP,spend_per_bene_mean,sens,all_cohorts,-9.12328543862167,12.9227284372588,0,0
priv,IP,spend_per_bene_mean,sens,c2014,-13.4518541155624,15.0549297536508,0,0.23166
priv,IP,spend_per_capita_mean,main,all_cohorts,3.44928543008137,16.7921806498194,0,0
priv,IP,spend_per_capita_mean,main,c2014,6.63857901977561,21.7660112115152,0,0.27492
priv,IP,spend_per_capita_mean,sens,all_cohorts,-21.7668540325081,10.6312926929359,0,0
priv,IP,spend_per_capita_mean,sens,c2014,-23.5234963412092,10.7894186836426,0,0.08525
priv,IP,spend_per_vol_mean,main,all_cohorts,-49.2262829782924,161.85755805066,0,0
priv,IP,spend_per_vol_mean,main,c2014,-34.2238490104518,195.394777528878,0,0.11508
priv,IP,spend_per_vol_mean,sens,all_cohorts,294.655776534073,135.387661153517,0,0
priv,IP,spend_per_vol_mean,sens,c2014,348.382459152062,153.844601350212,0,0.00961
priv,IP,vol_per_bene_mean,main,all_cohorts,1.41861578980224,1.57028890415119,0,0
priv,IP,vol_per_bene_mean,main,c2014,1.49782222138892,1.80324673276295,0,0.40273
priv,IP,vol_per_bene_mean,sens,all_cohorts,-1.2492304736874,0.932477149648439,0,0
priv,IP,vol_per_bene_mean,sens,c2014,-1.66391374492423,1.07940727911349,0,0.10268
priv,IP,vol_per_capita_mean,main,all_cohorts,0.0746115727931554,0.944454656026737,0,0
priv,IP,vol_per_capita_mean,main,c2014,0.136469360413928,1.13381224801544,0,0.19271
priv,IP,vol_per_capita_mean,sens,all_cohorts,-1.47345793050375,0.62490948270655,0,0
priv,IP,vol_per_capita_mean,sens,c2014,-1.68760054707803,0.746427471310433,0,0.06412
priv,NF,spend_per_bene_mean,main,all_cohorts,8.10550743970341,7.79657193324635,0,0
priv,NF,spend_per_bene_mean,main,c2014,8.25561771663296,9.05659236980118,0,0.84542
priv,NF,spend_per_bene_mean,sens,all_cohorts,12.205904592671,4.43007374006338,0,0
priv,NF,spend_per_bene_mean,sens,c2014,12.8267877928568,5.51371510351964,0,0.80589
priv,NF,spend_per_capita_mean,main,all_cohorts,3.422681308191,5.08224154527544,0,0
priv,NF,spend_per_capita_mean,main,c2014,3.47644931705196,6.07690004909476,0,0.2859
priv,NF,spend_per_capita_mean,sens,all_cohorts,6.30008173236126,2.81925814549585,0,0
priv,NF,spend_per_capita_mean,sens,c2014,6.60107780435215,3.40163121848648,0,0.52093
priv,NF,spend_per_vol_mean,main,all_cohorts,71.4249200539324,66.9846249857999,0,0
priv,NF,spend_per_vol_mean,main,c2014,138.207983003346,61.6173478991925,0,0.00038
priv,NF,spend_per_vol_mean,sens,all_cohorts,31.9787397998317,48.3725062872047,0,0
priv,NF,spend_per_vol_mean,sens,c2014,73.6769600222879,52.7422795750518,0,0.00086
priv,NF,vol_per_bene_mean,main,all_cohorts,1.85419725765221,1.91480901029665,0,0
priv,NF,vol_per_bene_mean,main,c2014,1.59203021804457,2.06051842624358,0,0.03323
priv,NF,vol_per_bene_mean,sens,all_cohorts,2.58458506893376,1.05495987865197,0,0
priv,NF,vol_per_bene_mean,sens,c2014,2.518378901312,1.23182635204203,0,0.02435
priv,NF,vol_per_capita_mean,main,all_cohorts,0.708555481837422,1.19485838695903,0,0
priv,NF,vol_per_capita_mean,main,c2014,0.54689470325515,1.35467062933624,0,0.027
priv,NF,vol_per_capita_mean,sens,all_cohorts,1.28597155827823,0.661018314057493,0,0
priv,NF,vol_per_capita_mean,sens,c2014,1.23064371817051,0.786438880638736,0,0.05412
priv,RX,spend_per_bene_mean,main,all_cohorts,26.1958303056226,26.9261754444481,0,0
priv,RX,spend_per_bene_mean,main,c2014,34.3515364695888,29.8849402997937,0,0.15395
priv,RX,spend_per_bene_mean,sens,all_cohorts,64.216799827968,29.9180767399433,0,0
priv,RX,spend_per_bene_mean,sens,c2014,76.8749489510568,35.2061008737878,0,0.02028
priv,RX,spend_per_capita_mean,main,all_cohorts,-0.398033996415948,18.7329328822889,0,0
priv,RX,spend_per_capita_mean,main,c2014,1.72860970964957,22.713955177601,0,0.02136
priv,RX,spend_per_capita_mean,sens,all_cohorts,31.9217349265165,19.3767545624129,0,0
priv,RX,spend_per_capita_mean,sens,c2014,38.6942111727358,22.4007784480858,0,0.00238
priv,RX,spend_per_vol_mean,main,all_cohorts,0.642296282444201,1.5286310699036,0,0
priv,RX,spend_per_vol_mean,main,c2014,0.762594358362797,1.84544508332517,0,0.50852
priv,RX,spend_per_vol_mean,sens,all_cohorts,0.476010518509142,0.849955676186639,0,0
priv,RX,spend_per_vol_mean,sens,c2014,0.768507890266655,1.03737993785294,0,0.23932
priv,RX,vol_per_bene_mean,main,all_cohorts,137.920724147372,213.407924129695,0,0
priv,RX,vol_per_bene_mean,main,c2014,194.8572969206,281.90837528028,0,0.09965
priv,RX,vol_per_bene_mean,sens,all_cohorts,608.44960550759,272.954382857838,0,0
priv,RX,vol_per_bene_mean,sens,c2014,720.047538455073,333.558819826696,0,0.05443
priv,RX,vol_per_capita_mean,main,all_cohorts,-58.9265571354275,138.0631454258,0,0
priv,RX,vol_per_capita_mean,main,c2014,-49.3356817398234,161.640006912666,0,0.03062
priv,RX,vol_per_capita_mean,sens,all_cohorts,307.180039970301,159.020104417104,0,0
priv,RX,vol_per_capita_mean,sens,c2014,365.339289711567,229.047362541325,0,0.01099
priv,Total,spend_per_bene_mean,main,all_cohorts,179.791496267478,94.7315985317132,0,0
priv,Total,spend_per_bene_mean,main,c2014,207.504932166154,120.782993420151,0,0.19648
priv,Total,spend_per_bene_mean,sens,all_cohorts,107.447713548193,49.0421368991704,0,0
priv,Total,spend_per_bene_mean,sens,c2014,113.796195225829,61.6461707514995,0,0.03998
priv,Total,spend_per_capita_mean,main,all_cohorts,31.2669340173378,56.0053055938952,0,0
priv,Total,spend_per_capita_mean,main,c2014,45.6146864842326,68.9291383209351,0,0.06699
priv,Total,spend_per_capita_mean,sens,all_cohorts,-1.48268822770049,34.977288863891,0,0
priv,Total,spend_per_capita_mean,sens,c2014,5.0134218021824,41.4789111258761,0,0.01236
priv,Total,spend_per_vol_mean,main,all_cohorts,0.00473566868594515,0.00531052138091279,0,0
priv,Total,spend_per_vol_mean,main,c2014,0.00599969509993493,0.00619612145532375,0,0.14073
priv,Total,spend_per_vol_mean,sens,all_cohorts,-0.0080425180732824,0.00461442622567819,0,0
priv,Total,spend_per_vol_mean,sens,c2014,-0.00883307230604533,0.00567700173239107,0,0.41612
priv,Total,vol_per_bene_mean,main,all_cohorts,449.839100161969,312.682018182665,0,0
priv,Total,vol_per_bene_mean,main,c2014,505.912308264746,423.063795369857,0,0.04456
priv,Total,vol_per_bene_mean,sens,all_cohorts,668.23929729122,264.081669387818,0,0
priv,Total,vol_per_bene_mean,sens,c2014,741.458118987499,315.458021954304,0,0.0064
priv,Total,vol_per_capita_mean,main,all_cohorts,4.58613916901436,196.840705356897,0,0
priv,Total,vol_per_capita_mean,main,c2014,12.9937392360164,259.098596253536,0,0.00888
priv,Total,vol_per_capita_mean,sens,all_cohorts,234.77258564856,202.00861510554,0,0
priv,Total,vol_per_capita_mean,sens,c2014,272.407813574944,236.544262358065,0,0.00076
